,dom_books,for_books,local_mat,nonbook_mat,elec_mat,serials,ann_growth,ann_weeding,lib_site_area,lib_build_area,total_seats,user_comps,self_srv_machines,full_time,part_time,support_staff,total_budget,acq_budget,open_days,avg_week_hours,reg_members,lib_visitors,service_recip,borrowers,loans,interlib_loans,info_serv_requests,web_access,user_ed_sessions,user_ed_partic,prog_sessions,prog_partic,disab_mat,vuln_group_budget,total_settlement,acq_budget_settlement,future_acq_budget_settlement
0,37515,1027,0,1530,4129,33,2027,0,1621.0,2848,159,33,5,2,4,1,568000,47200,300,60,562,75687,79712,556,27758,0,0,1468,29,681,26,2399,188,0,570000,45000,24914.0
1,47650,39,27,1304,0,60,1151,0,1931.0,7301,379,36,1,6,1,2,740274,21800,294,44,5000,7800,152737,314,1752,0,24,641165,0,0,0,0,0,0,744147,21796,13216.0
2,14300,445,0,0,0,55,4486,0,806.0,806,100,6,3,4,5,17,188590,33528,251,54,1655,46187,657831,2864,51833,4998,0,29612,0,0,9,8732,0,0,278218,41105,28696.0
3,30620,1046,0,8430,11825,90,5343,0,7160.0,2103,136,8,3,5,12,3,576832,63340,300,56,3086,337779,430781,59375,141389,6804,67586,40653,30,687,209,16097,11,0,541182,61179,59000.0
4,117901,2607,21,3388,0,43,8293,43,4887.0,3877,372,18,3,8,8,1724,1165897,82426,300,70,358196,601488,491011,7853,207077,207,28236,55255,91,1548,148,14432,211,1440,1033010,105421,101234.0
5,74927,21951,50,3251,0,42,7878,720,5359.0,2923,263,19,0,8,4,4,860090,79130,300,76,20172,215536,234959,4991,193931,361,6300,2157,67,1348,32,19278,0,0,801000,74000,86000.0
6,56041,1831,99,1392,3813,42,7541,0,4503.0,2485,207,13,2,3,9,1,511276,32200,345,91,5078,131791,62448,2391,69422,1052,1000,16398,4,61,44,6614,98,1000,507040,46841,41666.0
7,75289,0,6,3131,0,52,3800,0,2692.0,1485,213,6,1,3,10,0,559146,32200,347,79,7404,47024,62448,1921,46605,450,0,12055,8,285,48,5171,0,5680,628400,30400,39434.0
8,143233,0,110,5284,3813,89,3552,0,2753.0,836,140,13,1,8,10,162,626197,32200,342,83,12332,126759,62448,2657,68835,900,7280,15884,2,30,36,3822,90,2200,1033263,34894,49568.0
9,164905,5996,0,7006,926,54,12411,0,1488.0,2706,495,26,2,14,13,2360,1818784,158760,300,73,328196,607589,491011,8798,189631,200,24000,95768,80,1476,768,22198,338,0,1603030,151701,140846.0
10,28227,1178,0,5,8252,36,4770,0,919.0,2226,160,4,2,1,9,37,393410,41552,300,69,3564,469677,477739,4817,109118,8056,20,56886,23,615,103,4413,63,0,383266,65817,78662.0
11,20618,279,6,310,0,19,5937,0,2201.0,1331,160,10,1,3,2,152,116567,66200,288,78,1395,68068,97787,928,14912,19,0,55857,6,80,23,570,18,20000,148277,60000,70427.0
12,53660,413,0,0,0,25,2307,3725,10101.0,308,12,1,0,2,1,1,153014,21036,300,52,1172,13233,259452,532,17500,0,0,0,0,0,7,40,34,0,147405,24032,20495.0
13,31383,2505,9,0,18524,12,3139,0,1245.0,568,199,1,0,2,4,14,201587,35615,322,56,6488,257382,567115,7734,52943,21537,2576,84101,0,0,22,2525,2,0,168116,26806,33559.0
14,36587,568,0,0,10707,93,37422,0,1626.0,1140,155,10,3,3,9,2,1132877,388460,64,70,600,10299,835197,3618,9316,0,3656,3763,12,225,0,0,124,9856,810978,411584,482000.0
15,75960,6606,27,3042,1693,56,7295,3082,1252.0,1207,234,25,3,6,5,8,628278,47352,293,90,28667,516098,444168,9078,367922,18,76128,86165,43,846,117,26662,848,7513,534971,74968,91987.0
16,64521,5964,18,2696,4932,61,5771,3012,403.0,1035,91,31,2,5,4,403,630906,25908,295,60,32348,399475,444168,7852,225041,920,11800,137897,389,504,127,42852,525,8121,566685,57889,66876.0
17,70521,6999,287,1983,4932,80,7084,3031,642.0,1759,391,30,3,6,8,1461,766133,54060,293,78,24853,711093,444168,11092,382670,13,17580,119585,1453,2082,152,30772,642,7895,690922,86193,14593.0
18,81355,6126,28,2998,5617,65,6445,3711,987.0,1767,237,32,5,6,8,1768,743512,42328,293,78,57604,892194,444168,12086,304398,231,17580,126427,64,1265,131,24939,742,16888,676700,70909,84812.0
19,173441,4602,263,7878,15508,390,22439,0,8678.0,4944,321,60,0,19,2,26,1562212,126092,300,70,12962,483879,213846,3741,108532,10,12480,46825,30,1436,198,102643,1899,31630,1650000,109440,102204.0
20,301343,0,0,3810,2145,58,16231,0,4067.0,2583,464,36,2,6,20,2,1710528,123749,302,91,46427,370938,213846,7627,34693,7523,0,91108,100,1637,3,279,0,12426,1666046,95539,104140.0
21,184978,4845,474,8826,8099,94,14048,5287,8002.0,5574,524,74,3,22,10,1236,1718822,79600,325,74,65437,1525642,327195,13914,257873,44710,32,648723,96,2248,111,43844,3301,14250,1490754,154348,544209.0
22,37532,979,0,24,8099,42,3393,1247,692.0,1777,210,36,1,3,3,627,326045,16880,325,56,13377,210556,327195,4690,46349,9590,48,116954,7,134,7,2046,51,1112,322063,46070,43380.0
23,35083,1091,3,1010,5403,51,7740,10,3210.0,1851,287,19,3,7,8,137,590899,71169,300,78,23194,284032,595485,10470,107622,10449,265432,871097,32,507,73,9728,857,2866,566327,53751,74444.0
24,50343,2987,18,2375,5402,91,9488,35,947.0,2281,309,13,3,11,6,82,978598,121540,334,87,28212,341368,595485,8119,162917,13320,59758,871097,25,621,96,14211,1073,6440,974934,123755,96742.0
25,19583,22,0,131,5402,66,8436,0,30145.0,3013,421,11,2,6,9,196,636641,86155,299,73,8883,327823,595485,8294,83519,6129,24144,764077,34,499,84,8831,0,970,558710,74539,112009.0
