,dom_books,for_books,local_mat,nonbook_mat,elec_mat,serials,ann_growth,ann_weeding,lib_site_area,lib_build_area,total_seats,user_comps,self_srv_machines,full_time,part_time,support_staff,total_budget,acq_budget,open_days,avg_week_hours,reg_members,lib_visitors,service_recip,borrowers,loans,interlib_loans,info_serv_requests,web_access,user_ed_sessions,user_ed_partic,prog_sessions,prog_partic,disab_mat,vuln_group_budget,total_settlement,acq_budget_settlement,future_acq_budget_settlement
63,63400,638,313,5550,0,109,2877,5153,1693,733,212,11,0,6,0,118,524314,41619,294,78,2438,47700,33768,6461,20614,2,0,50982,19,330,53,29338,131,8464,524314,43419,61284.0
64,275318,1834,1966,6219,2958,359,9238,9397,6470,4722,1200,70,5,25,9,1032,1875217,80400,325,66,27504,171903,421799,9783,244686,77,91,333800,58,2078,185,65147,1441,49390,2049210,118334,100979.0
65,78562,1873,23,2823,1574,144,4750,6316,990,1161,300,15,4,6,1,117,499124,58500,299,52,9571,56370,100615,1695,37911,4,104,66733,12,235,78,14147,321,20348,491733,64220,75133.0
66,69546,0,105,3649,0,115,3142,1862,940,1023,300,17,2,7,4,35,516983,47220,326,63,2817,78046,33259,10313,32706,9,3640,51629,24,482,41,7729,237,6248,687023,40840,49220.0
67,74880,221,672,3617,10,97,4322,5755,5382,2205,376,26,3,9,1,23,684656,52560,299,52,1878,84818,24215,1265,27930,8,416,52771,10,186,77,11406,477,17508,604026,46098,86200.03253012049
68,227536,1981,73,8726,9066,419,10357,8804,7628,3898,1208,32,5,25,6,39,1872795,72300,324,61,15167,588966,100947,7822,165867,37,54,201991,59,1116,307,62438,1130,56714,2180907,151290,136461.0
69,73312,0,0,4358,0,66,3569,4120,1040,803,290,12,0,5,0,0,314840,16700,251,43,6342,14578,100947,730,14315,4,3040,28706,0,0,18,4185,147,3840,478726,39431,39431.0
70,70863,0,77,2278,0,105,4131,2934,5365,2293,510,22,3,9,1,73,280750,38040,294,56,3031,79146,45138,1525,55680,22,6766,54420,66,1110,104,32457,469,12676,300750,55770,41200.0
71,222433,3279,1916,8991,2351,256,10496,4923,4827,4302,1276,27,5,25,2,1054,2024226,93040,325,70,20633,440467,166272,10407,225487,49,19840,422926,41,972,106,29441,1081,34150,1949367,132780,130922.0
72,83254,1550,85,4290,0,173,5238,3261,2671,2078,418,15,3,7,1,621,606935,31320,300,56,6201,83606,166272,2804,50222,5,0,69990,63,1071,44,8399,775,9385,759873,58251,61310.0
73,87395,487,114,2615,1054,134,3364,0,2800,1333,200,11,0,6,0,0,509595,19020,300,56,1615,47861,166272,898,35007,3,208,80214,4,65,42,4915,194,3030,430991,39100,38500.0
74,72417,900,39,2676,1357,85,4324,6241,1808,1598,226,10,3,6,0,179,520446,29500,299,54,2470,73341,38529,1551,40844,0,1112,58670,34,1037,33,11302,978,1134,551390,53149,56740.0
75,85148,2079,630,4660,999,333,4091,0,1800,1092,140,10,0,5,1,103,495227,50255,289,54,2043,45256,17479,1408,28173,5,1560,52288,2,67,45,5253,734,9756,402102,44495,56255.0
76,93188,808,0,4986,3844,117,3499,224,1826,1086,300,10,3,6,2,73,563162,28750,262,52,4723,126573,513832,3139,69147,10,26,91063,24,415,44,16402,364,0,589276,39611,50750.0
77,106287,670,425,4294,87,367,10431,4458,5112,1807,582,24,3,16,6,260,1700459,156660,288,56,14137,219285,108371,5361,93713,17,11480,103413,18,383,87,15049,427,11874,2124929,123040,145600.0
78,70661,0,196,1834,0,31,3543,4649,4889,1002,420,13,3,5,0,116,414628,33600,268,72,2920,42314,108371,6478,18653,8,1040,47693,24,370,19,2265,108,0,479636,26844,31818.0
79,67838,1721,282,4232,5577,53,4217,5486,439,1345,300,25,2,6,0,138,530627,41500,300,54,679,56514,49253,12454,46737,3,1668,59597,26,470,55,7797,261,8420,470932,40498,41782.0
80,98021,0,65,3077,0,79,4360,6935,2121,938,271,22,0,6,3,26,330369,35040,299,78,3655,46827,259485,1325,28951,6,1256,48721,6,57,54,8974,0,6440,199798,51100,60959.0
81,80324,0,117,4136,257,117,2591,0,731,646,150,15,0,4,0,6,387324,27995,292,72,2384,24119,9975,859,26848,0,0,32254,6,120,27,4131,123,2000,383903,40000,42958.0
82,88058,841,143,2638,2265,167,3440,0,2,1629,155,20,3,7,2,0,207466,31070,287,54,2914,72459,50974,45357,48210,5,0,56469,25,557,50,11298,205,1530,2951978,40757,32910.0
83,87931,716,235,4540,0,160,3714,1252,5658,1671,500,19,3,8,1,80,1276553,36040,337,98,3762,80466,53474,10664,28201,15,7280,60727,0,0,58,8159,213,5250,797819,47300,57787.0
84,65278,317,38,3553,2221,236,3446,0,2203,1486,310,18,4,8,1,131,641826,21005,301,54,2280,52613,73294,1454,32145,4,0,63880,26,547,51,15968,271,1900,670417,39999,41005.0
85,58392,105,0,2485,1221,79,2789,3331,2068,760,200,11,0,4,0,0,298305,18600,298,72,613,25003,73294,399,9526,1,0,63880,0,0,7,4157,0,6960,292751,29392,35873.0
86,95739,1415,152,4965,0,229,4328,6166,3984,1703,568,25,3,10,1,47,656186,33840,299,57,3536,97145,43346,1782,46892,3,378,458043,10,165,96,16450,638,13138,789054,49000,46000.0
87,96069,305,8,5326,2775,90,2283,0,4111,1387,350,14,0,5,1,0,531109,15990,300,52,1713,34976,26006,835,19832,1,0,60551,17,207,47,5380,810,1000,493961,38480,38990.0
88,61855,325,20,2907,2467,90,3335,4720,2836,1242,507,20,3,6,0,128,194443,24960,299,48,2152,70583,120864,1308,24644,6,728,47729,2,31,53,17973,48,6800,81068,37000,26460.0
89,45160,0,3,910,0,35,2045,0,42712,604,70,4,3,1,5,481,97651,21050,233,44,395,31781,513832,2429,37342,0,7672,197343,3,44,8,2164,0,0,104171,20956,22248.0
90,166697,606,76,6890,20692,191,14604,11660,6817,6442,691,51,5,40,4,656,4526595,301640,237,70,22414,206942,259485,23516,83181,3,416,190442,7,151,85,17624,2008,33903,4969882,121992,449963.0
91,188765,5686,6809,4934,8305,178,10258,6084,8378,3968,378,18,8,13,6,6,1779265,144130,299,54,40858,268140,259485,15008,331467,22,10000,260766,1244,10057,40,8420,1545,6773,1595820,165820,182818.0
92,43652,0,3424,0,0,86,2207,2642,2013,536,58,1,0,2,3,2,158838,25528,299,72,10513,32152,259485,10101,20358,0,0,0,0,0,0,0,24,0,144806,29806,25528.0
93,70201,0,17,2016,1273,90,3439,0,2823,2740,224,20,0,6,2,3,422031,51692,301,70,23112,106395,43967,48962,44083,34,0,34523,59,2417,79,12788,656,0,403288,47436,44036.0
94,23715,295,0,596,0,18,3062,0,646,453,97,3,0,1,2,4,148358,39000,326,54,1682,17555,95448,672,13419,0,0,0,13,286,11,1333,144,9000,117518,37000,32950.0
95,210447,106,862,7237,16374,407,15652,8778,5500,6059,947,97,5,23,10,2968,2739411,215018,299,60,109474,918235,323784,17302,280078,138,75136,3431767,7497,12182,255,45447,4137,49901,3062878,207652,86200.03253012049
96,69188,0,0,4580,14453,179,4060,3010,1481,708,175,10,0,5,1,0,110024,55464,279,90,3966,31699,30029,2590,10300,2,1000,4129,10,106,48,5754,903,0,154844,33520,58464.0
97,56618,0,0,0,0,20,2547,0,4403,551,170,8,0,0,2,3,156023,13200,301,44,4597,23318,30029,807,12417,0,0,0,0,0,22,854,0,0,128578,23200,13200.0
98,87514,2154,124,12601,51620,158,8497,3056,1993,2750,281,23,2,11,8,14,941321,92500,303,56,1025,181343,54060,3174,77636,1725,3030,123119,127,2299,109,25376,1771,12051,945663,85000,86200.03253012049
99,32270,0,0,3380,0,3,1799,372,1134,997,100,5,0,1,2,4,87437,30341,305,60,1782,12685,54060,1675,7651,0,0,0,0,0,6,1240,0,0,52196,27000,32567.0
100,48752,1423,511,813,50496,172,9253,8,2628,3983,432,31,4,5,23,173,1118401,112498,325,77,11145,228336,1041983,7856,142001,23796,1382,86984,104,2288,77,10948,33,0,1118401,112498,150341.0
101,39323,1033,0,685,50496,134,9424,0,1622,3759,154,32,3,4,18,9,1066146,86765,325,97,3240,276725,1041983,1977,145988,32675,6500,42096,44,1241,35,3818,24,0,936121,119165,107941.0
102,131184,6275,54,2017,50496,166,11062,5313,3944,3892,435,55,6,8,24,779,1933460,104330,324,77,37144,523111,1041983,18724,259208,20792,7280,88014,106,1810,51,12037,65,1086,1716036,147085,139993.0
103,60371,3822,0,1485,50496,150,7414,6,45821,3026,328,35,4,5,14,507,1048235,134165,276,77,9861,211995,1041983,23589,145289,23222,60,38053,59,948,98,1252,0,4264,1022037,75000,107941.0
104,170971,4161,1455,3180,50496,187,5515,8511,36029,3757,536,34,0,6,20,717,1721137,79036,325,73,2787,341133,1041983,18851,149239,21113,4264,51084,23,377,41,8958,4,0,1110755,99565,111061.0
105,144795,5308,41,3319,50496,164,8809,10341,4347,4070,425,33,0,5,26,489,1666554,79045,324,73,47580,364214,1041983,20758,220742,20958,2006,87698,63,1730,27,5369,125,0,1075766,98365,100221.0
106,40183,1259,5,267,50496,164,9938,0,2267,3836,300,39,5,5,20,118,1418742,86765,324,77,11582,285468,1041983,77519,154140,22510,2032,100619,32,614,30,6190,24,0,1047766,99999,137941.0
107,64878,3343,0,1563,50496,167,7078,2,2400,3776,369,25,4,5,20,1189,1583937,75565,321,76,11588,197512,1041983,14645,157165,21896,1796,37380,74,1307,35,5799,0,120,922857,94162,75565.0
108,166121,26455,71,2313,50496,233,6184,2974,11118,4457,374,75,4,9,22,2379,1988754,134135,324,76,74244,444988,1041983,27041,327476,25096,114,67226,7,71,55,35784,1842,22550,1379206,138005,149551.0
109,111740,4873,138,3710,50496,103,7200,8715,4310,1553,270,24,0,4,18,110,1036457,63765,324,73,33528,186508,1041983,13195,129518,20448,2836,36406,1,119,23,1453,0,0,1007158,83765,63765.0
110,121579,14832,0,1363,50496,52,8339,2074,1500,2050,94,4,3,4,17,2644,744788,65845,325,59,23245,252304,1041983,13067,274388,9824,0,28341,131,2909,83,19889,202,0,652803,65845,77021.0
111,86450,5017,26,1885,50496,158,7719,5494,51109,1574,190,23,5,6,21,455,1559034,74725,324,73,17081,209609,1041983,14991,177073,19873,1720,45526,21,407,16,2860,0,0,942814,92965,70000.0
112,132488,8270,48,1742,50496,201,8635,6254,1132,4160,391,50,5,5,20,754,1161272,95965,325,83,46372,418433,1041983,19282,263190,18473,7800,73938,75,1531,19,3595,28,6651,996836,98365,122141.0
113,149993,6615,476,1750,50496,161,7360,5326,3753,2803,380,21,4,6,20,2,1084957,60165,324,78,4419,350271,1041983,30544,204899,22042,252,5786,0,0,19,4383,0,0,1384144,87365,106741.0
114,99286,11287,4,892,50496,41,6489,1671,1050,1688,96,7,3,3,11,6,793417,50005,326,56,16401,177278,1041983,9708,210307,16406,4140,23505,1,1985,25,11235,547,0,889388,50000,66181.0
115,163133,11030,54,5949,50759,215,9309,12395,4149,4580,802,42,5,22,13,1209,2301160,125340,325,101,64369,500244,1041983,25171,262303,14708,2894,81993,51,464,48,8980,1697,500,2277580,101760,184660.0
116,100036,8887,0,1056,50496,38,6237,1583,1002,1688,111,8,3,5,11,7,599100,55005,324,59,16142,173143,1041983,11068,225624,17771,1964,20028,118,6367,26,11858,776,0,890622,51234,65005.0
117,61269,0,0,2019,6342,10,2127,2915,668,758,127,7,0,4,1,0,448794,33800,306,48,4783,15033,60472,469,7679,7,2000,53636,3,50,17,4544,8,0,382400,25000,86200.03253012049
118,52982,56,2153,710,6926,7,3504,0,977,1070,158,25,1,4,0,0,350117,35000,303,54,5841,118005,60472,1269,38638,0,0,6739,0,0,10,4133,0,0,235100,30000,30000.0
119,37913,944,41,123,3478,9,3910,123,390,778,154,5,1,1,2,1,118866,21132,296,74,3703,118007,60472,1785,52153,0,0,6738,0,0,45,1085,0,3854,133733,20000,20000.0
120,141398,206,120,6940,20572,166,7566,81,9122,3753,405,47,1,6,7,4,6814950,78501,305,70,39131,172583,1057032,9048,140736,2697,18330,636262,48,1227,12,4024,1970,2270,1153126,85592,85433.0
121,61274,0,0,5008,0,25,1244,0,1525,1043,147,6,0,4,0,1,306224,10895,296,48,1909,19966,66736,1923,3834,0,0,285586,0,0,2,1123,24,0,293909,16212,16212.0
122,32528,0,0,2088,0,9,1894,0,3091,660,88,22,0,3,0,1,179331,6937,296,72,447,20428,66736,307,9282,0,0,285586,0,0,4,2300,24,0,165830,9687,9687.0
123,33233,1413,0,1825,272,22,1995,0,2351,1339,136,15,0,6,0,0,402389,16832,296,48,5793,56306,66736,6573,12517,0,0,285586,0,0,10,2517,312,0,384618,25832,16823.0
124,86495,2095,31,3258,4959,65,12519,0,9075,3757,117,6,1,11,0,790,1556724,101568,330,61,4043,246056,66736,8498,47520,206,2080,524798,37,568,394,133856,1130,146390,1473578,95159,86200.03253012049
125,73309,843,98,5449,13911,32,10531,3720,2049,1965,318,48,0,9,6,53,793157,58600,300,56,3161,98337,30131,1396,31972,10,700,103839,14,598,57,17235,1932,8800,873022,83000,86200.03253012049
126,79810,3219,0,3660,8128,101,14378,3849,3958,1614,176,25,1,5,12,629,832469,120060,299,75,11649,92575,345947,3516,88431,478,5126,256204,21,370,114,11385,2149,0,350830,173275,113866.0
127,16975,186,0,0,0,0,3231,0,992,691,165,2,0,1,0,19,73150,19200,293,53,864,183274,554403,6080,47921,12196,18720,5350582,38,908,39,2341,0,0,108875,36883,86200.03253012049
128,108526,989,43,751,0,152,5400,851,1618,1069,230,5,1,5,2,147,432959,64320,300,78,6460,100656,108432,4484,67033,129,7280,11794,10,120,73,15667,68,10242,432959,64320,86200.03253012049
129,124699,0,2294,5647,9561,64,6613,5013,6345,2285,210,28,1,4,6,2,4552537,110000,299,70,16852,214868,108432,4899,186405,20,12480,22451,41,926,88,12902,882,5500,1006909,101415,86200.03253012049
130,152142,3057,541,5383,9561,65,5138,7542,7600,2815,126,22,1,10,8,37,1213133,75000,299,70,30256,179971,108432,3390,124077,17,1196,22451,1,19,97,17098,388,12862,1179679,63432,86200.03253012049
131,76069,945,51,366,0,50,5462,5269,1259,965,184,4,1,4,1,17,500077,64500,300,78,109,40723,108432,454,31299,9,2,5652,13,244,47,847,587,12710,1699742,60000,86200.03253012049
132,54274,0,40,1136,12051,123,4646,0,1255,2538,240,28,7,5,12,32,454111,59800,297,78,22314,158760,57527,3396,106358,1364,7836,584904,33,521,17,10228,56,2200,385227,40000,39457.0
133,304422,21770,12022,20585,13741,184,13494,7152,24080,10027,1458,170,5,25,20,86,4371308,213480,298,70,22314,887973,57527,79168,348278,7834,6271,10303,48,814,87,31102,1163,12900,4867750,193223,201480.0
134,21055,0,0,0,0,0,1393,0,992,389,73,2,0,0,2,0,90930,20100,297,56,4276,70152,419267,6513,21631,1679,0,9384,24,480,12,640,0,0,79060,20100,17143.0
135,184146,216,34,8903,68662,374,11981,634,4500,4802,547,34,7,33,15,520,3779732,69268,299,103,92944,659309,503297,23824,242299,59980,46184,123229,62,1105,141,28703,1324,3559,2978267,164799,86200.03253012049
