,dom_books,for_books,local_mat,nonbook_mat,elec_mat,serials,ann_growth,ann_weeding,lib_site_area,lib_build_area,total_seats,user_comps,self_srv_machines,full_time,part_time,support_staff,total_budget,acq_budget,open_days,avg_week_hours,reg_members,lib_visitors,service_recip,borrowers,loans,interlib_loans,info_serv_requests,web_access,user_ed_sessions,user_ed_partic,prog_sessions,prog_partic,disab_mat,vuln_group_budget,total_settlement,acq_budget_settlement,future_acq_budget_settlement
60,78313,348,78,2474,1054,132,4957,0,2800,1333,260,13,0,5,1,0,308575,28392,299,56,4405,47458,168302,869,28809,0,2990,3655,4,67,26,3681,65,0,346613,42910,43984.0
61,70825,208,0,2691,3069,301,2551,0,1808,1598,248,12,0,6,0,95,417716,24600,288,54,8574,68885,40257,1655,38984,2,1172,9489,2,37,38,7446,352,42211,487157,45264,45800.0
62,73143,1105,604,3333,999,262,6043,2252,1800,1092,136,11,0,6,0,0,364956,56520,305,54,2771,31728,18208,1246,23539,4,0,3153,0,0,29,3355,0,0,373547,4700,52920.0
63,79679,362,0,4292,3487,149,6147,110,2143,1086,300,23,3,6,2,3,431670,39560,301,52,10784,120442,267479,3441,84988,0,0,48958,29,811,72,18406,7840,0,665078,64403,65560.0
64,92381,464,357,3765,907,386,7583,2618,5112,1807,582,23,0,12,3,378,894068,49560,335,68,13834,432302,113547,5974,120937,1,14604,1432508,70,1424,165,100695,85,3000,270845,45000,51000.0
65,62510,0,196,1814,1033,285,3797,4431,4889,976,420,14,0,5,3,197,158276,34020,337,63,7542,79223,113547,1455,36453,0,5900,20110,38,846,25,39809,0,6159,175203,34019,35019.0
66,74421,1665,35,1810,2281,99,4643,2974,990,1161,300,15,0,6,0,200,368806,29600,301,52,8845,88365,101798,2712,74801,0,140,11300,23,480,53,9614,54,11900,374857,53440,46700.0
67,64701,0,24,9716,5577,45,4462,4505,990,1294,295,25,0,6,1,22,374574,53560,299,54,9963,98776,46027,1846,38717,3,3588,5648,36,570,55,10125,114,10769,390503,78994,70941.0
68,93681,0,0,3264,8174,110,5167,1016,2121,938,300,23,0,5,1,56,390492,45800,299,54,1927,82478,52305,1831,55318,0,2618,15879,33,646,55,7667,31,0,349412,45000,51800.0
69,70344,0,133,3071,1645,96,6183,23,731,646,150,15,0,4,1,11,341840,52000,302,75,4020,44456,10673,13050,28673,0,7536,9101,2,26,13,1625,0,0,343547,36000,54000.0
70,80371,0,0,1836,1726,176,7408,2993,2263,1629,155,25,2,6,1,0,434491,31900,300,54,747,81601,51844,8296,52641,0,788,29210,19,424,59,12617,0,1940,431625,35264,31841.0
71,75340,203,35,3839,1252,146,4427,1176,5658,1671,268,19,0,9,4,3,645385,45960,339,63,3047,113116,57043,1965,35456,0,556,9643,18,310,85,15174,15,9870,645385,45960,81345.775
72,59383,300,36,3040,1749,170,5353,1713,2203,1054,200,21,0,6,0,2,475589,34320,300,54,7092,47040,75899,1370,25258,13,1220,5897,34,757,31,6217,55,3700,481592,52261,40327.0
73,56507,145,0,2022,1221,16,5112,0,2068,760,200,11,0,3,1,0,267059,33400,297,75,1914,36379,75899,3878,6868,1,2496,1484,2,18,10,2851,0,6670,260806,47560,33400.0
74,100968,0,153,4279,2332,249,4884,1189,4142,1664,326,25,0,10,2,68,420627,50000,293,58,2947,175524,43968,2723,56990,3,208,29014,12,330,154,26680,214,19335,326434,48489,51987.0
75,83121,0,55,4409,2734,131,4297,4348,4111,1387,350,13,0,5,1,0,393316,47500,300,54,7130,48500,26481,672,22679,13,0,9338,42,830,75,4525,18,5290,430622,40500,41500.0
76,60101,0,0,2227,2460,91,4000,2395,2836,1278,507,27,0,6,2,65,658232,42200,300,57,10999,101178,119786,2269,38791,1,9992,11766,5,104,41,6749,0,0,421672,37000,38000.0
77,36864,0,0,602,0,17,1686,25,42712,604,70,7,3,2,2,426,141420,21820,290,50,9902,113122,267479,6561,144710,0,14872,31524,5,100,62,11183,0,0,249734,20820,21815.0
78,176245,1774,11870,3601,5586,105,11015,0,5318,3253,382,20,4,14,3,4,1187438,126984,300,48,30451,321999,264091,15184,324500,0,7488,48939,619,21492,37,5905,615,97229,1235933,121392,111000.0
79,33221,0,18,0,0,96,1832,0,2013,536,130,1,0,2,1,0,148030,28280,298,72,10461,49988,264091,1988,25509,0,0,0,4,4,0,0,9,0,138393,28280,19000.0
80,54609,0,10,1755,925,70,4036,0,2825,2741,209,19,0,4,3,1,259190,56692,302,54,18227,80000,41550,8526,70791,0,200,315881,76,1840,40,2790,279,0,298271,52785,73260.0
81,16329,0,0,565,0,7,1291,0,646,453,97,5,0,1,2,3,69782,21200,331,59,1257,49164,105580,5374,14520,0,24,0,96,96,5,780,0,0,63641,21000,21000.0
82,166455,26,659,5306,14967,731,14878,19,5500,6008,948,114,5,25,11,1764,2377798,224848,300,93,65358,1274731,342202,22450,417295,47,76000,2391672,468,12557,210,84245,14001,28789,1293003,188031,208749.0
83,62341,0,0,2933,0,631,4104,3049,1395,755,14,11,0,5,1,1,168371,49488,300,60,3276,56598,30124,962,10361,0,0,4763,0,0,35,6140,630,0,110064,40910,3500.0
84,44955,0,0,0,0,20,2158,0,4403,551,170,9,0,1,3,3,196316,22700,298,44,3365,34382,30124,1084,23536,0,6240,0,0,0,23,933,0,0,132529,22400,22700.0
85,69286,0,23,7598,2750,205,4580,0,1993,2751,236,19,2,7,0,9,501875,60040,241,52,9156,116691,56906,2949,46224,6,2288,15956,22,620,28,6730,66,0,223863,63853,70000.0
86,30422,0,0,3380,0,5,1361,0,1134,997,144,9,0,1,0,3,59387,10000,306,66,1528,11876,4100,14490,10956,0,0,0,0,0,2,100,0,0,59587,15000,9496.0
87,114739,5642,18,1917,0,162,7656,0,3944,3892,454,72,6,7,13,27,794593,64100,328,95,24508,654932,969916,393621,393621,114,708,228151,28,562,34,12152,0,0,1135023,121600,40000.0
88,173479,3938,472,5409,18368,154,8448,6,36029,3756,556,34,0,6,14,12,817061,64100,328,95,83545,773819,969916,17132,176570,136,0,193051,76,1098,35,17079,824,0,1139134,101600,61816.0
89,135899,4869,93,3445,367,177,7979,3004,4347,4030,425,30,0,6,11,16,805385,20900,327,83,37966,453290,969916,52020,261618,91,1074,193051,70,1625,12,3488,0,680,1689552,101600,40000.0
90,36268,1562,0,1108,0,82,39020,0,2400,3776,369,25,3,6,9,39,841205,139900,301,105,3306,263372,969916,8128,164019,52,520,87751,37,392,16,4029,0,7960,928216,60350,120000.0
91,140927,24357,41,2003,4040,234,13928,24,11118,4457,374,80,4,27,11,69,2037472,103740,327,83,44266,682945,969916,30110,471950,72,3334,228151,123,2625,151,34092,1491,71150,1381089,553200,116240.0
92,109660,4315,69,3422,6392,103,5177,2991,4310,1553,270,24,0,4,12,13,732803,55500,327,76,22945,307802,396559,77197,151217,82,3764,70200,11,11,41,15908,0,830,1145109,217320,40000.0
93,101727,9917,3,1208,0,43,8089,0,1500,2050,79,18,3,5,10,37,471433,66073,328,57,18970,348682,969916,14804,356768,69,2840,70200,90,2647,53,32384,200,4000,961232,64080,40000.0
94,80268,4393,9,1640,0,125,6276,10,15487,1574,54,23,5,6,9,22,775837,58700,327,81,12432,284490,969916,109544,235155,29,0,87751,18,24,25,8090,0,0,863787,76200,56200.0
95,115326,7746,23,1554,0,164,8495,3,26167,4160,334,57,5,6,11,133,812151,64100,328,83,29760,624332,969916,117130,402747,88,8736,175501,46,991,29,23792,0,1200,1090952,80000,40000.0
96,140320,5886,49,1551,7985,122,7523,5,3132,2384,607,14,0,5,12,18,793828,58100,327,83,33045,453290,969916,12613,199699,62,3796,87751,17,390,27,11775,0,1490,1828706,85600,58100.0
97,79778,9144,0,746,0,32,8294,4,1050,1688,96,6,3,5,8,45,656462,45740,328,63,11063,273293,969916,9077,289052,0,3612,52650,7,206,33,17213,331,600,950689,63240,43240.0
98,168597,11810,21,5585,4985,156,7909,9,4149,4580,159,44,0,7,16,70,408243,65900,328,91,42819,748567,969916,20210,339722,106,2746,193051,38,438,69,82121,1000,0,961843,94400,39958.0
99,81247,7593,0,899,0,37,7997,0,1002,1688,250,7,3,5,6,29,716291,40740,327,57,11846,293415,969916,9578,291003,0,4866,35100,38,1098,90,30152,676,932,931991,65169,43240.0
100,63819,0,0,1829,3783,9,2980,0,751,774,99,9,0,4,0,0,336118,32400,308,46,8020,74131,60440,5093,10093,0,18804,21708,2,42,16,5511,0,0,406716,30000,30000.0
101,34426,53,1891,710,5617,8,2037,0,978,1070,158,25,1,3,0,1,208876,36000,308,78,4368,74875,60440,591,30790,0,0,18297,0,0,3,174,0,0,212865,25000,30000.0
102,22384,374,12,123,0,7,2532,0,390,778,159,5,1,2,1,1,119210,21089,297,74,6760,86180,60440,2253,46726,0,0,18297,0,0,4,209,0,0,102191,20000,20000.0
103,200697,7190,5,7654,25146,545,24970,14312,3306,5438,677,64,4,24,9,172,1975879,204704,328,81,58571,1273152,427520,19384,407465,101,248153,295790,289,572,206,116063,344,10305,2189549,206269,200803.0
104,110955,159,82,6076,23870,215,8547,1,9122,3753,517,41,0,7,3,11,637043,0,308,54,31776,396786,255394,50828,193564,643,17960,39871,65,2946,24,480,1469,1460,435662,0,0.0
105,59984,0,900,5953,4200,22,4140,0,1525,1043,300,6,0,1,1,0,166425,41500,301,84,3652,15941,71560,354,8627,0,0,34103,0,0,1,672,0,0,240778,70000,41500.0
106,26058,0,0,1830,0,58,2310,0,3091,660,32,22,0,1,1,0,144549,32600,301,84,0,16275,71560,2394,6951,0,0,34103,0,0,3,2442,0,0,152628,30000,32600.0
107,22600,0,0,1538,184,20,6309,0,2351,1267,136,15,0,3,1,0,442850,109760,301,84,3339,41578,71560,1424,15960,0,0,34103,0,0,12,6015,340,20000,328758,70000,70000.0
108,63603,0,21,3772,266,40,9245,4112,8999,3757,965,5,1,14,0,84,671289,93120,327,77,9057,134665,71560,11662,23203,0,1040,31604,20,80,276,97255,240,3000,1507968,108000,87285.0
109,61025,795,245,5050,1635,22,6249,3633,2049,1965,318,48,0,7,6,319,885335,68000,301,60,5553,129543,30878,16847,36214,0,742,15206,35,697,52,9973,504,8316,864297,71412,66057.0
110,43222,1605,0,2349,0,95,5158,0,3958,1615,76,25,3,5,11,579,203762,89429,302,70,7535,1017960,275656,5214,452427,35,370,245430,20,428,85,10478,274,5000,331447,60000,77429.0
111,92076,0,11,0,0,51,5868,51,1618,1069,164,5,1,5,1,3,537618,58960,299,78,4681,172207,117298,6002,56296,1,250,6260,11,206,102,13725,0,1560,406877,63960,5500.0
112,99706,0,1225,3904,7774,65,6631,0,6345,2285,226,28,1,5,7,1,686735,100000,301,70,12918,196258,117298,7800,191320,11,12480,23313,31,858,37,16247,174,0,733110,88474,88986.0
113,134047,1506,944,4813,7774,70,5165,0,7600,2815,98,22,1,9,6,1,862120,60000,301,70,25663,209087,117298,5170,116736,4,12480,23313,0,0,32,6141,291,2242,783879,59901,79728.0
114,74024,0,0,400,0,30,5174,4258,1259,965,175,5,1,5,0,1,328023,58120,301,78,3063,119060,117298,427,19283,6,0,6906,4,111,39,11525,0,0,376522,63000,55000.0
115,34217,0,0,0,7,81,34298,0,1255,2538,240,30,7,4,17,4,1010521,79080,262,70,62702,136001,71068,13700,91022,214,0,223504,40,701,15,4165,54,1100,596261,59999,77891.0
116,287500,17650,11646,19736,6270,371,17607,4854,24080,10027,1458,170,3,35,7,80,3710519,270940,297,70,62702,862676,71068,48904,369115,5800,56160,894018,86,1669,1372,62227,766,35382,3895636,206623,216490.0
117,13841,26,0,0,0,6,1567,0,992,389,71,2,0,0,3,13,71165,12165,302,68,2645,64000,414500,1603,34608,1772,4600,0,13,904,29,303,0,0,65300,10300,12165.0
118,152721,198,0,7052,58006,573,10908,1064,14279,4802,501,26,1,32,12,49,3112095,62552,300,103,72238,870249,523029,15338,242520,12640,86944,349997,42,645,55,13155,463,0,2866467,140325,128083.0
119,13786,0,0,0,0,0,2807,0,29940,917,100,3,0,1,1,2,0,0,280,74,1471,5000,47968,2388,4570,0,0,0,2,50,9,621,0,0,0,0,0.0
120,262341,0,0,20479,7964,457,41592,5026,5027,9966,1155,167,7,21,45,1603,2891245,183480,299,68,35651,868719,355560,16095,275487,282,0,111252,35,1405,70,28067,828,0,4552300,680887,258842.0
121,48100,10377,0,2055,7964,58,10141,23,982,2063,223,10,3,5,118,1,448922,81520,298,68,8076,166412,355560,7290,225145,17,0,38736,208,3552,39,2520,0,0,438300,96420,56495.0
122,318440,5724,19,28886,1629,877,22670,36,2970,8029,1214,89,5,18,30,40,2000170,224940,299,68,127052,1087632,355560,31784,602249,320,1570,2374716,56,2128,57,24454,0,0,1930887,308000,206193.0
123,77873,1520,7,5096,3670,64,4443,3296,1789,1589,168,23,2,7,2,545,580532,58902,300,52,17362,193051,150837,2325,99983,3,9444,158638,23,875,74,12452,898,2000,742246,54000,62245.0
124,73695,0,25,5408,9812,42,9545,0,3077,1659,296,16,4,5,8,110,683145,122754,330,61,45154,264199,150837,7660,240029,1539,15617,100671,417,2757,128,52596,2466,6000,624753,97300,103468.0
125,203762,0,1940,10282,9777,306,10360,0,10788,3734,438,21,4,10,9,28,1060157,140385,330,63,45154,255762,150837,48455,167792,1662,42,100671,36,985,73,66071,2797,1930,1191049,132650,167208.0
126,63015,0,109,8083,2003,119,7470,2417,9185,3802,44,10,1,15,3,2,1756921,89640,245,54,9838,137494,150837,11906,28487,7,17424,54629,10,372,286,88548,169,56012,1797799,102002,81960.0
127,280657,8992,7052,20298,11657,389,25144,10191,12488,9148,2700,52,6,45,7,1582,2804442,216387,329,75,92686,1217142,443677,1843,534750,349,10920,101342,39,39,39,32709,19609,27190,2567042,218940,194050.0
128,192139,0,0,1544,11657,125,11163,5500,3252,5110,702,20,2,17,3,744,1414702,119387,296,81,41372,631911,218313,6739,240027,176,358,101342,60,1272,23,14715,71,1200,1286784,112733,103925.0
129,126731,0,0,1366,11657,126,12911,3500,1823,4532,1300,20,4,14,6,691,1415955,120264,328,81,30868,599928,105580,73452,191358,195,7280,10342,11,41,19,9900,0,1600,1294918,120867,105620.0
130,74549,0,0,2422,4562,29,3539,0,3723,990,350,37,0,12,6,10,816794,53600,328,61,36209,350220,218313,8507,184973,4,10920,36761,31,1550,13,12113,263,4670,816902,29000,49000.0
131,121280,0,194,2821,9920,77,6216,1195,1680,5318,1050,30,4,16,3,1154,1394507,31056,329,63,69606,554766,443677,11200,189275,40,29790,173137,14,440,57,140583,102,9235,1506901,121434,97908.0
132,49727,0,0,0,0,20,1618,3116,1066,606,322,6,0,3,0,9,121675,21176,329,105,1535,211305,316545,5590,98927,0,0,109942,2,60,7,1595,146,0,139429,20000,20000.0
133,191018,762,0,681,0,219,8785,3773,3360,3310,649,5,0,20,4,7,1338586,75800,327,57,48152,298405,385101,6964,214799,26,19656,75907,73,2072,38,41202,99,19756,1463351,89987,92797.0
134,218397,15760,66,5314,6228,185,36575,0,7726,4826,875,59,5,18,10,1205,2651180,203401,302,70,51948,1800126,275656,19015,1000070,131,3200,246097,90,218,189,34517,3520,17695,6586314,175042,155882.0
135,225475,4917,0,4666,4291,1074,9172,7634,3588,3980,610,37,0,22,6,365,1887552,79400,327,57,57939,571776,105580,6341,113899,42,9880,122611,16,545,48,69818,0,6340,2316286,81500,95985.0
136,132752,29340,0,3965,3356,73,9333,0,14876,2732,551,53,0,30,53,1194,2142792,113300,327,57,57426,1692174,316545,19660,470975,32,9360,778965,141,2700,138,42862,593,0,2455726,92500,102500.0
